"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2018 General Election",1,99,"2018-Jun-07","ANITA HAMILTON-LAKING","John Wright","LTN",453,0.00743073667634466,0
"2018 General Election",1,99,"2018-Jun-07","ANITA HAMILTON-LAKING","David Matthews","NDP",13444,0.220527205025999,0
"2018 General Election",1,99,"2018-Jun-07","ANITA HAMILTON-LAKING","Jesseca Perry","GPO",4192,0.0687630201925758,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Nicholas Dushko","LTN",372,0.00671601372088824,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Sandy Shaw","NDP",23921,0.431864957573569,6732
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Ben Levitt","PCP",17189,0.310326773785882,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Stephanie Davies","NAP",399,0.00720346632966239,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Peter Ormond","GPO",2302,0.0415598483480773,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Ted McMeekin","LIB",10960,0.197869651561654,0
"2018 General Election",1,39,"2018-Jun-07","WARREN ODA","Jim Enos","IND",247,0.00445928868026719,0
"2018 General Election",1,16,"2018-Jun-07","CHERELYNN MINSHALL","Michele Braniff","GPO",3018,0.0627038706862521,0
"2018 General Election",1,16,"2018-Jun-07","CHERELYNN MINSHALL","Allan Dettweiler","LTN",490,0.0101805489185764,0
"2018 General Election",1,16,"2018-Jun-07","CHERELYNN MINSHALL","Belinda Karahalios","PCP",17793,0.369678585526999,2154
"2018 General Election",1,16,"2018-Jun-07","CHERELYNN MINSHALL","Marjorie Knight","NDP",15639,0.324925723546155,0
"2018 General Election",1,16,"2018-Jun-07","CHERELYNN MINSHALL","Kathryn McGarry","LIB",11191,0.232511271322017,0
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Parm Gill","PCP",18249,0.416748498481354,5185
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Eleanor Hayward","GPO",2200,0.0502409280869625,0
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Indira Naidoo-Harris","LIB",13064,0.298339765694581,0
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Brendan Smyth","NDP",9740,0.222430290712279,0
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Enam Ahmed","CEP",170,0.00388225353399255,0
"2018 General Election",1,59,"2018-Jun-07","JOHN ARIYO","Benjamin Cunningham","LTN",366,0.00835826349083103,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Tara King","NDP",15917,0.304276347230984,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Ernie Hardeman","PCP",29152,0.557282407141901,13235
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Chris Swift","LTN",370,0.00707308214333505,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","James Howard","LIB",3620,0.0692015063753321,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Tim Hodges","FRE",216,0.00412915065664965,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Albert de Jong","GPO",2254,0.0430884517596681,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","Robert van Ryswyck","ONP",447,0.00854504788667775,0
"2018 General Election",1,82,"2018-Jun-07","ELIZABETH MARTIN","David Sikal","IND",335,0.006404006805452,0
"2018 General Election",1,96,"2018-Jun-07","HEBE ONG-LIM","Raymond Cho","PCP",17413,0.510450561369566,9093
"2018 General Election",1,96,"2018-Jun-07","HEBE ONG-LIM","Chin Lee","LIB",7519,0.220414504734266,0
"2018 General Election",1,96,"2018-Jun-07","HEBE ONG-LIM","Sean Morgan","LTN",318,0.00932195937032802,0
"2018 General Election",1,96,"2018-Jun-07","HEBE ONG-LIM","Dwayne Morgan","NDP",8320,0.243895289185941,0
"2018 General Election",1,96,"2018-Jun-07","HEBE ONG-LIM","Nicole Peltier","GPO",543,0.0159176853398997,0
"2018 General Election",1,102,"2018-Jun-07","ALLEN FOURNIER","Jim McDonell","PCP",26780,0.615094859662823,17364
"2018 General Election",1,102,"2018-Jun-07","ALLEN FOURNIER","Sabile Trimm","LTN",360,0.00826863889016491,0
"2018 General Election",1,102,"2018-Jun-07","ALLEN FOURNIER","Elaine Kennedy","GPO",1596,0.0366576324130644,0
"2018 General Election",1,102,"2018-Jun-07","ALLEN FOURNIER","Heather Megill","LIB",5386,0.123708025173412,0
"2018 General Election",1,102,"2018-Jun-07","ALLEN FOURNIER","Marc Benoit","NDP",9416,0.216270843860536,0
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","Robert Daigneault","LTN",342,0.00652472527472527,0
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","Eleanor Fast","NDP",14250,0.271863553113553,0
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","John Fraser","LIB",20773,0.396310286935287,5454
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","Karin Howard","PCP",15319,0.292258089133089,0
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","Les Schram","GPO",1618,0.0308684371184371,0
"2018 General Election",1,79,"2018-Jun-07","EILEEN RAVEN","Larry Wasslen","COM",114,0.00217490842490842,0
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Paul Calandra","PCP",25912,0.481224232069234,11905
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Jose Etcheverry","GPO",2153,0.0399843999554284,0
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Helena Jaczek","LIB",14007,0.260130743230695,0
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Kingsley Kwok","NDP",10997,0.204230583515953,0
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Paul Balfour","LTN",660,0.0122571778776511,0
"2018 General Election",1,56,"2018-Jun-07","LINDA JANKOWSKI","Yuri Duboisky","MOD",117,0.00217286335103814,0
"2018 General Election",1,119,"2018-Jun-07","APRIL ADAMS","Rino Bortolin","LIB",5722,0.147098897143885,0
"2018 General Election",1,119,"2018-Jun-07","APRIL ADAMS","Krysta Glovasky-Ridsdale","GPO",1393,0.0358106892208026,0
"2018 General Election",1,119,"2018-Jun-07","APRIL ADAMS","Lisa Gretzky","NDP",20276,0.52124733283632,9203
"2018 General Election",1,119,"2018-Jun-07","APRIL ADAMS","Adam Ibrahim","PCP",11073,0.284660274043035,0
"2018 General Election",1,119,"2018-Jun-07","APRIL ADAMS","Chad Durocher","NAP",435,0.0111828067559577,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Federico Sanchez","PCP",7370,0.160850302276348,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Kirsten Snider","GPO",1624,0.0354438115192387,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Marit Stiles","NDP",27613,0.602653920862524,19055
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Nunzio Venuto","LTN",210,0.00458325148955673,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Troy Young","PEO",96,0.00209520068094022,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Cristina Martins","LIB",8558,0.186778410702983,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Chai Kalevar","NA",69,0.00150592548942578,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Dave McKee","COM",152,0.00331740107815535,0
"2018 General Election",1,19,"2018-Jun-07","ROCCO D'AMICO","Franz Cauchi","FRE",127,0.00277177590082716,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Nicholas Archer","NAP",424,0.0072867257853853,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Will Bouma","PCP",24437,0.419966316078917,635
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Alex Felsky","NDP",23802,0.409053413074861,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Rob Ferguson","LTN",379,0.00651337045438922,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Ruby Toor","LIB",5553,0.0954320478449165,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Leslie Bory","CCP",258,0.00443390389771086,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Dave Wrobel","ONP",534,0.00917714992782016,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","John Turmel","PAU",60,0.0010311404413281,0
"2018 General Election",1,13,"2018-Jun-07","JULIA JACOBSON","Ken Burns","GPO",2741,0.0471059324946724,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Maria Anastasiou","IND",156,0.00426520847573479,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Dionne Duncan","PCP",5730,0.156664388243336,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Andrea Horwath","NDP",23866,0.652522214627478,18136
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Tony Lemma","NAP",320,0.00874914559125085,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Deirdre Pike","LIB",3982,0.108872180451128,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Robert Young","LTN",285,0.00779220779220779,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Jason Lopez","GPO",2102,0.057470950102529,0
"2018 General Election",1,36,"2018-Jun-07","RYAN LEVERTON","Mary Ellen Campbell","COM",134,0.00366370471633629,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Keenan Aylwin","GPO",5354,0.117183567160586,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Doug Downey","PCP",20445,0.447481888419532,7554
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Dan Janssen","NDP",12891,0.282146687386461,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Mark Mitchell","LTN",280,0.00612838976558909,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Jeff Kerk","LIB",6210,0.135918930158244,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Ram Faerber","IND",163,0.00356759832782507,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Darren Roskam","NAP",174,0.0038083564971875,0
"2018 General Election",1,5,"2018-Jun-07","MAURA BOLGER","Michael Tuck","IND",172,0.00376458228457615,0
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","Morgan Bailey","GPO",1268,0.0276994997487821,0
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","Jon Kieran","PCP",17621,0.384931297376412,0
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","John Kittredge","LTN",380,0.00830111191209559,0
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","Kathleen Wynne","LIB",17802,0.388885248050331,181
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","Patrick Geoffrey Knight","CEP",86,0.00187867269589531,0
"2018 General Election",1,22,"2018-Jun-07","NASIR ADDETIA","Amara Possian","NDP",8620,0.188304170216484,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Jeff Burch","NDP",21618,0.442321070507836,3285
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","April Jeffs","PCP",18333,0.375107419077628,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Patrick Pietruszko","LTN",368,0.00752956582231861,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Dario Smagata-Bryan","PEO",133,0.00272128329991406,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Steven Soos","IND",217,0.00443998854196505,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Benoit Mercier","LIB",5779,0.11824282849777,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Joe Dias","GPO",1803,0.036890780374023,0
"2018 General Election",1,68,"2018-Jun-07","ROBERT DIAKOW","Joe Crawford","NAP",623,0.0127470638785448,0
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","Murray Reid","COR",373,0.00773874976659266,0
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","Jesse Wood","LTN",273,0.0056640179256831,0
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","John Yakabuski","PCP",33350,0.691923068943339,25284
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","Ethel Lavalley","NDP",8066,0.167347870287765,0
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","Jackie Agnew","LIB",4701,0.0975331438411585,0
"2018 General Election",1,88,"2018-Jun-07","LEWIS MACDONALD","Anna Dolan","GPO",1436,0.0297931492354613,0
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Jozef Bauer","LTN",121,0.00774003710100428,0
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Gilles Bisson","NDP",8978,0.574297959444764,4344
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Yvan L. Génier","PCP",4634,0.296424230793834,0
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Gary Schaap","NRT",249,0.015927844943389,0
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Mickey Auger","LIB",1378,0.0881468688031728,0
"2018 General Election",1,108,"2018-Jun-07","DENISE LABELLE","Lucas Blake Schinbeckler","GPO",273,0.0174630589138361,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Roman Evtukh","TRI",252,0.00489691222479158,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Greg Locke","GPO",1754,0.0340840636598589,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Yan Simkin","LTN",235,0.00456656497153183,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Stephen Lecce","PCP",29136,0.566176327704475,17124
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Marilyn Iafrate","LIB",12012,0.233419482715066,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Andrea Beal","NDP",7921,0.153922387827675,0
"2018 General Election",1,45,"2018-Jun-07","SUSAN HARDING","Tatiana Babitch","MOD",151,0.0029342608966013,0
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Tommy Lee","NRT",1366,0.0467632056417103,0
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Kalena Mallon-Ferguson","LTN",207,0.00708637157235288,0
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Michael Mantha","NDP",17105,0.585567080894184,9962
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Justin Tilson","GPO",1025,0.0350895210708295,0
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Jib Turner","PCP",7143,0.244531169764815,0
"2018 General Election",1,2,"2018-Jun-07","NORMA COCHRANE","Charles Fox","LIB",2365,0.080962651056109,0
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Mike Colle","LIB",19042,0.384477153875664,0
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Reuben Anthony Deboer","GPO",1190,0.0240272982413633,0
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Robin Martin","PCP",19999,0.403799947503382,957
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Lionel Wayne Poizner","TRI",100,0.00201910069255153,0
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Michael Staffieri","LTN",211,0.00426030246128374,0
"2018 General Election",1,25,"2018-Jun-07","CRAIG SPARLING","Robyn Vilde","NDP",8985,0.181416197225756,0
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Bob Delaney","LIB",12344,0.25735968643149,0
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Abhijeet Manay","GPO",1349,0.0281252606121258,0
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Nina Tangri","PCP",20879,0.435305645901092,8486
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Greg Vezina","NAP",704,0.0146776749228588,0
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Jacqueline Gujarati","NDP",12393,0.258381285964473,0
"2018 General Election",1,65,"2018-Jun-07","LINDA THOMAS","Richard Levesque","LTN",295,0.0061504461679593,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Scott Marshall","LTN",380,0.00811220459833913,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Paul McKendrick","CNS",320,0.00683133018807505,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Michael O'Brien","NDP",14385,0.307089639860812,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Lisa Olsen","GPO",2746,0.0586213521764191,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Randy Pettapiece","PCP",23736,0.506713916700468,9351
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Brendan Knight","LIB",5062,0.108063104412612,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Andrew Stanton","OAL",89,0.00189996370855837,0
"2018 General Election",1,85,"2018-Jun-07","PAT RANNEY","Rob Smeenk","FRE",125,0.00266848835471682,0
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Jill Andrew","NDP",18843,0.359585512003359,1345
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Jekiah U. Dunavant","LTN",448,0.00854929201175527,0
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Andrew Kirsch","PCP",13780,0.262967062325865,0
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Teresa Pun","GPO",1690,0.032250677455059,0
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Jess Spindler","LIB",17498,0.333918552726995,0
"2018 General Election",1,111,"2018-Jun-07","S. SCOTT SIMA","Marina Doshchitsina","MOD",143,0.00272890347696652,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Sheref Sabawy","PCP",19631,0.416104964178219,6610
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Pieter Liem","LTN",483,0.0102378227139769,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Grzegorz Nowacki","NAP",670,0.0142015346135911,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Libby Yuill","GPO",1296,0.0274704311331553,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Imran Mian","LIB",11965,0.253613972614354,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Ben Skura","FRE",112,0.00237398787570477,0
"2018 General Election",1,62,"2018-Jun-07","MONICA KEFENTSE","Farina Hassan","NDP",13021,0.275997286870999,0
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","Bill Mauro","LIB",11712,0.360092236740968,0
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","Judith Monteith-Farrell","NDP",11793,0.362582628747118,81
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","Brandon Postuma","PCP",7555,0.23228285933897,0
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","Dorothy Snell","LTN",116,0.00356648731744811,0
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","David Bruno","NRT",469,0.0144196771714066,0
"2018 General Election",1,105,"2018-Jun-07","TRACY TIEMAN","John Northey","GPO",880,0.0270561106840892,0
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Jan Johnstone","NDP",15326,0.290254157039506,0
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Lisa Thompson","PCP",27646,0.523578652323776,12320
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Don Matheson","LIB",7356,0.139312904814212,0
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Nicholas Wendler","GPO",1804,0.034165372523768,0
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Gerrie Huenemoerder","OAL",271,0.00513238134919131,0
"2018 General Election",1,42,"2018-Jun-07","JACQUIE BISHOP","Ron Stephens","LTN",399,0.00755653194954736,0
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Daniel Benoy","LTN",550,0.0127984362637874,0
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Kelly Dick","NDP",16319,0.37974123888863,0
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Bob Jonkman","GPO",2853,0.0663889793828827,0
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Joe Gowing","LIB",6035,0.140433750639922,0
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Mike Harris","PCP",17005,0.395704379392191,686
"2018 General Election",1,48,"2018-Jun-07","NICK DRIEDGER","Dan Holt","CNS",212,0.00493321543258714,0
"2018 General Election",1,51,"2018-Jun-07","CAROLINE MCMILLAN","Steve Gebhardt","LTN",601,0.0119381046024273,0
"2018 General Election",1,51,"2018-Jun-07","CAROLINE MCMILLAN","Ramsey Hart","NDP",15339,0.304689827781419,0
"2018 General Election",1,51,"2018-Jun-07","CAROLINE MCMILLAN","Randy Hillier","PCP",26194,0.52031066881195,10855
"2018 General Election",1,51,"2018-Jun-07","CAROLINE MCMILLAN","John A. McEwen","IND",440,0.00874004330294181,0
"2018 General Election",1,51,"2018-Jun-07","CAROLINE MCMILLAN","Anita Payne","GPO",2410,0.0478716008183859,0
